"age_group","symptom date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"01-04 years","2020-02-01","0","0","0","0","0","0","0"
"01-04 years","2020-02-02","0","0","0","0","0","0","0"
"01-04 years","2020-02-03","0","0","0","0","0","0","0"
"01-04 years","2020-02-04","0","0","0","0","0","0","0"
"01-04 years","2020-02-05","0","0","0","0","0","0","0"
"01-04 years","2020-02-06","0","0","0","0","0","0","0"
"01-04 years","2020-02-07","1","0","0","1","0","0.14285714285714","0"
"01-04 years","2020-02-08","0","0","0","1","0","0.14285714285714","0"
"01-04 years","2020-02-09","1","0","0","2","0","0.28571428571428","0"
"01-04 years","2020-02-10","0","0","0","2","0","0.28571428571428","0"
"01-04 years","2020-02-11","0","0","0","2","0","0.28571428571428","0"
"01-04 years","2020-02-12","1","0","0","3","0","0.42857142857142","0"
"01-04 years","2020-02-13","0","0","0","3","0","0.42857142857142","0"
"01-04 years","2020-02-14","0","0","0","3","0","0.28571428571428","0"
"01-04 years","2020-02-15","1","0","0","4","0","0.42857142857142","0"
"01-04 years","2020-02-16","0","0","0","4","0","0.28571428571428","0"
"01-04 years","2020-02-17","0","0","0","4","0","0.28571428571428","0"
"01-04 years","2020-02-18","0","0","0","4","0","0.28571428571428","0"
"01-04 years","2020-02-19","0","0","0","4","0","0.14285714285714","0"
"01-04 years","2020-02-20","0","0","0","4","0","0.14285714285714","0"
"01-04 years","2020-02-21","0","0","0","4","0","0.14285714285714","0"
"01-04 years","2020-02-22","0","0","0","4","0","0","0"
"01-04 years","2020-02-23","0","0","0","4","0","0","0"
"01-04 years","2020-02-24","2","0","0","6","0","0.28571428571428","0"
"01-04 years","2020-02-25","0","0","0","6","0","0.28571428571428","0"
"01-04 years","2020-02-26","0","0","0","6","0","0.28571428571428","0"
"01-04 years","2020-02-27","1","0","0","7","0","0.42857142857142","0"
"01-04 years","2020-02-28","0","0","0","7","0","0.42857142857142","0"
"01-04 years","2020-02-29","0","0","0","7","0","0.42857142857142","0"
"01-04 years","2020-03-01","0","0","0","7","0","0.42857142857142","0"
"01-04 years","2020-03-02","0","0","0","7","0","0.14285714285714","0"
"01-04 years","2020-03-03","0","0","0","7","0","0.14285714285714","0"
"01-04 years","2020-03-04","0","0","0","7","0","0.14285714285714","0"
"01-04 years","2020-03-05","0","0","0","7","0","0","0"
"01-04 years","2020-03-06","1","0","0","8","0","0.14285714285714","0"
"01-04 years","2020-03-07","0","0","0","8","0","0.14285714285714","0"
"01-04 years","2020-03-08","1","0","0","9","0","0.28571428571428","0"
"01-04 years","2020-03-09","0","0","0","9","0","0.28571428571428","0"
"01-04 years","2020-03-10","1","0","0","10","0","0.42857142857142","0"
"01-04 years","2020-03-11","1","0","0","11","0","0.57142857142857","0"
"01-04 years","2020-03-12","0","0","1","11","0","0.57142857142857","0"
"01-04 years","2020-03-13","1","0","0","12","0","0.57142857142857","0"
"01-04 years","2020-03-14","0","0","0","12","0","0.57142857142857","0"
"01-04 years","2020-03-15","2","0","0","14","0","0.71428571428571","0"
"01-04 years","2020-03-16","0","0","0","14","0","0.71428571428571","0"
"01-04 years","2020-03-17","0","0","0","14","0","0.57142857142857","0"
"01-04 years","2020-03-18","2","0","0","16","0","0.71428571428571","0"
"01-04 years","2020-03-19","0","0","0","16","0","0.71428571428571","0"
"01-04 years","2020-03-20","1","0","0","17","0","0.71428571428571","0"
"01-04 years","2020-03-21","0","0","0","17","0","0.71428571428571","0"
"01-04 years","2020-03-22","0","0","0","17","0","0.42857142857142","0"
"01-04 years","2020-03-23","2","0","0","19","0","0.71428571428571","0"
"01-04 years","2020-03-24","2","0","1","21","0","1","0"
"01-04 years","2020-03-25","1","0","0","22","0","0.85714285714285","0"
"01-04 years","2020-03-26","1","0","0","23","0","1","0"
"01-04 years","2020-03-27","1","0","0","24","0","1","0"
"01-04 years","2020-03-28","0","0","0","24","0","1","0"
"01-04 years","2020-03-29","0","0","0","24","0","1","0"
"01-04 years","2020-03-30","1","0","0","25","0","0.85714285714285","0"
"01-04 years","2020-03-31","4","0","0","29","0","1.14285714285714","0"
"01-04 years","2020-04-01","4","0","0","33","0","1.57142857142857","0"
"01-04 years","2020-04-02","1","0","0","34","0","1.57142857142857","0"
"01-04 years","2020-04-03","6","0","0","40","0","2.28571428571428","0"
"01-04 years","2020-04-04","0","0","0","40","0","2.28571428571428","0"
"01-04 years","2020-04-05","0","0","0","40","0","2.28571428571428","0"
"01-04 years","2020-04-06","1","0","0","41","0","2.28571428571428","0"
"01-04 years","2020-04-07","2","0","0","43","0","2","0"
"01-04 years","2020-04-08","4","0","0","47","0","2","0"
"01-04 years","2020-04-09","3","0","0","50","0","2.28571428571428","0"
"01-04 years","2020-04-10","5","0","0","55","0","2.14285714285714","0"
"01-04 years","2020-04-11","1","0","0","56","0","2.28571428571428","0"
"01-04 years","2020-04-12","1","0","0","57","0","2.42857142857142","0"
"01-04 years","2020-04-13","6","0","0","63","0","3.14285714285714","0"
"01-04 years","2020-04-14","3","0","0","66","0","3.28571428571428","0"
"01-04 years","2020-04-15","1","0","0","67","0","2.85714285714285","0"
"01-04 years","2020-04-16","3","0","1","70","0","2.85714285714285","0"
"01-04 years","2020-04-17","2","0","0","72","0","2.42857142857142","0"
"01-04 years","2020-04-18","3","0","0","75","0","2.71428571428571","0"
"01-04 years","2020-04-19","1","0","0","76","0","2.71428571428571","0"
"01-04 years","2020-04-20","7","0","1","83","0","2.85714285714285","0"
"01-04 years","2020-04-21","6","0","0","89","0","3.28571428571428","0"
"01-04 years","2020-04-22","2","0","0","91","0","3.42857142857142","0"
"01-04 years","2020-04-23","6","0","0","97","0","3.85714285714285","0"
"01-04 years","2020-04-24","6","0","0","103","0","4.42857142857142","0"
"01-04 years","2020-04-25","7","0","0","110","0","5","0"
"01-04 years","2020-04-26","3","0","1","113","0","5.28571428571428","0"
"01-04 years","2020-04-27","6","0","2","119","0","5.14285714285714","0"
"01-04 years","2020-04-28","1","0","0","120","0","4.42857142857142","0"
"01-04 years","2020-04-29","3","0","0","123","0","4.57142857142857","0"
"01-04 years","2020-04-30","6","0","0","129","0","4.57142857142857","0"
"01-04 years","2020-05-01","9","0","0","138","0","5","0"
"01-04 years","2020-05-02","1","0","0","139","0","4.14285714285714","0"
"01-04 years","2020-05-03","1","0","1","140","0","3.85714285714285","0"
"01-04 years","2020-05-04","4","0","0","144","0","3.57142857142857","0"
"01-04 years","2020-05-05","1","0","0","145","0","3.57142857142857","0"
"01-04 years","2020-05-06","3","0","1","148","0","3.57142857142857","0"
"01-04 years","2020-05-07","2","0","0","150","0","3","0"
"01-04 years","2020-05-08","4","0","0","154","0","2.28571428571428","0"
"01-04 years","2020-05-09","3","0","0","157","0","2.57142857142857","0"
"01-04 years","2020-05-10","4","0","0","161","0","3","0"
"01-04 years","2020-05-11","6","0","0","167","0","3.28571428571428","0"
"01-04 years","2020-05-12","4","0","0","171","0","3.71428571428571","0"
"01-04 years","2020-05-13","4","0","0","175","0","3.85714285714285","0"
"01-04 years","2020-05-14","8","0","0","183","0","4.71428571428571","0"
"01-04 years","2020-05-15","10","0","0","193","0","5.57142857142857","0"
"01-04 years","2020-05-16","1","0","0","194","0","5.28571428571428","0"
"01-04 years","2020-05-17","3","0","0","197","0","5.14285714285714","0"
"01-04 years","2020-05-18","10","0","0","207","0","5.71428571428571","0"
"01-04 years","2020-05-19","8","0","2","215","0","6.28571428571428","0"
"01-04 years","2020-05-20","10","0","1","225","0","7.14285714285714","0"
"01-04 years","2020-05-21","11","0","0","236","0","7.57142857142857","0"
"01-04 years","2020-05-22","7","0","0","243","0","7.14285714285714","0"
"01-04 years","2020-05-23","5","0","0","248","0","7.71428571428571","0"
"01-04 years","2020-05-24","3","0","0","251","0","7.71428571428571","0"
"01-04 years","2020-05-25","5","0","0","256","0","7","0"
"01-04 years","2020-05-26","8","0","0","264","0","7","0"
"01-04 years","2020-05-27","9","0","0","273","0","6.85714285714285","0"
"01-04 years","2020-05-28","8","0","0","281","0","6.42857142857143","0"
"01-04 years","2020-05-29","8","0","0","289","0","6.57142857142857","0"
"01-04 years","2020-05-30","10","0","0","299","0","7.28571428571428","0"
"01-04 years","2020-05-31","3","0","0","302","0","7.28571428571428","0"
"01-04 years","2020-06-01","10","0","0","312","0","8","0"
"01-04 years","2020-06-02","19","0","0","331","0","9.57142857142857","0"
"01-04 years","2020-06-03","9","0","0","340","0","9.57142857142857","0"
"01-04 years","2020-06-04","14","0","1","354","0","10.4285714285714","0"
"01-04 years","2020-06-05","16","0","1","370","0","11.5714285714285","0"
"01-04 years","2020-06-06","4","0","0","374","0","10.7142857142857","0"
"01-04 years","2020-06-07","4","0","0","378","0","10.8571428571428","0"
"01-04 years","2020-06-08","15","0","0","393","0","11.5714285714285","0"
"01-04 years","2020-06-09","12","0","0","405","0","10.5714285714285","0"
"01-04 years","2020-06-10","12","0","0","417","0","11","0"
"01-04 years","2020-06-11","19","0","0","436","0","11.7142857142857","0"
"01-04 years","2020-06-12","15","0","0","451","0","11.5714285714285","0"
"01-04 years","2020-06-13","11","0","0","462","0","12.5714285714285","0"
"01-04 years","2020-06-14","9","0","0","471","0","13.2857142857142","0"
"01-04 years","2020-06-15","22","0","0","493","0","14.2857142857142","0"
"01-04 years","2020-06-16","23","0","0","516","0","15.8571428571428","0"
"01-04 years","2020-06-17","31","0","1","547","0","18.5714285714285","0"
"01-04 years","2020-06-18","22","0","0","569","0","19","0"
"01-04 years","2020-06-19","32","0","0","601","0","21.4285714285714","0"
"01-04 years","2020-06-20","24","0","1","625","0","23.2857142857142","0"
"01-04 years","2020-06-21","9","0","0","634","0","23.2857142857142","0"
"01-04 years","2020-06-22","35","0","0","669","0","25.1428571428571","0"
"01-04 years","2020-06-23","41","0","2","710","0","27.7142857142857","0"
"01-04 years","2020-06-24","38","0","1","748","0","28.7142857142857","0"
"01-04 years","2020-06-25","51","0","0","799","0","32.8571428571428","0"
"01-04 years","2020-06-26","45","0","0","844","0","34.7142857142857","0"
"01-04 years","2020-06-27","32","0","0","876","0","35.8571428571428","0"
"01-04 years","2020-06-28","28","0","2","904","0","38.5714285714285","0"
"01-04 years","2020-06-29","47","0","0","951","0","40.2857142857142","0"
"01-04 years","2020-06-30","57","0","1","1008","0","42.5714285714285","0"
"01-04 years","2020-07-01","71","0","1","1079","0","47.2857142857142","0"
"01-04 years","2020-07-02","42","0","0","1121","0","46","0"
"01-04 years","2020-07-03","19","0","1","1140","0","42.2857142857142","0"
"01-04 years","2020-07-04","12","0","3","1152","0","39.4285714285714","0"
"01-04 years","2020-07-05","19","0","0","1171","0","38.1428571428571","0"
"01-04 years","2020-07-06","69","0","0","1240","0","41.2857142857142","0"
"01-04 years","2020-07-07","66","0","2","1306","0","42.5714285714285","0"
"01-04 years","2020-07-08","50","0","0","1356","0","39.5714285714285","0"
"01-04 years","2020-07-09","59","0","1","1415","0","42","0"
"01-04 years","2020-07-10","58","0","1","1473","0","47.5714285714285","0"
"01-04 years","2020-07-11","38","0","1","1511","0","51.2857142857142","0"
"01-04 years","2020-07-12","18","0","0","1529","0","51.1428571428571","0"
"01-04 years","2020-07-13","71","0","0","1600","0","51.4285714285714","0"
"01-04 years","2020-07-14","60","0","0","1660","0","50.5714285714285","0"
"01-04 years","2020-07-15","67","0","0","1727","0","53","0"
"01-04 years","2020-07-16","34","0","1","1761","0","49.4285714285714","0"
"01-04 years","2020-07-17","55","0","0","1816","0","49","0"
"01-04 years","2020-07-18","32","0","0","1848","0","48.1428571428571","0"
"01-04 years","2020-07-19","13","0","2","1861","0","47.4285714285714","0"
"01-04 years","2020-07-20","56","0","1","1917","0","45.2857142857142","0"
"01-04 years","2020-07-21","52","0","0","1969","0","44.1428571428571","0"
"01-04 years","2020-07-22","48","0","0","2017","0","41.4285714285714","0"
"01-04 years","2020-07-23","63","0","2","2080","0","45.5714285714285","0"
"01-04 years","2020-07-24","63","0","0","2143","0","46.7142857142857","0"
"01-04 years","2020-07-25","29","0","0","2172","0","46.2857142857142","0"
"01-04 years","2020-07-26","16","0","1","2188","0","46.7142857142857","0"
"01-04 years","2020-07-27","47","0","1","2235","0","45.4285714285714","0"
"01-04 years","2020-07-28","44","0","2","2279","0","44.2857142857142","0"
"01-04 years","2020-07-29","38","0","0","2317","0","42.8571428571428","0"
"01-04 years","2020-07-30","42","0","1","2359","0","39.8571428571428","0"
"01-04 years","2020-07-31","38","0","0","2397","0","36.2857142857142","0"
"01-04 years","2020-08-01","25","0","0","2422","0","35.7142857142857","0"
"01-04 years","2020-08-02","21","0","0","2443","0","36.4285714285714","0"
"01-04 years","2020-08-03","43","0","0","2486","0","35.8571428571428","0"
"01-04 years","2020-08-04","51","0","1","2537","0","36.8571428571428","0"
"01-04 years","2020-08-05","46","0","0","2583","0","38","0"
"01-04 years","2020-08-06","44","0","0","2627","0","38.2857142857142","0"
"01-04 years","2020-08-07","39","0","2","2666","0","38.4285714285714","0"
"01-04 years","2020-08-08","24","0","2","2690","0","38.2857142857142","0"
"01-04 years","2020-08-09","21","0","2","2711","0","38.2857142857142","0"
"01-04 years","2020-08-10","52","0","1","2763","0","39.5714285714285","0"
"01-04 years","2020-08-11","39","0","0","2802","0","37.8571428571428","0"
"01-04 years","2020-08-12","33","0","0","2835","0","36","0"
"01-04 years","2020-08-13","41","0","1","2876","0","35.5714285714285","0"
"01-04 years","2020-08-14","43","0","1","2919","0","36.1428571428571","0"
"01-04 years","2020-08-15","31","0","0","2950","0","37.1428571428571","0"
"01-04 years","2020-08-16","14","0","0","2964","0","36.1428571428571","0"
"01-04 years","2020-08-17","48","0","0","3012","0","35.5714285714285","0"
"01-04 years","2020-08-18","46","0","0","3058","0","36.5714285714285","0"
"01-04 years","2020-08-19","27","0","0","3085","0","35.7142857142857","0"
"01-04 years","2020-08-20","30","0","1","3115","0","34.1428571428571","0"
"01-04 years","2020-08-21","34","1","0","3149","1","32.8571428571428","0.14285714285714"
"01-04 years","2020-08-22","15","0","1","3164","1","30.5714285714285","0.14285714285714"
"01-04 years","2020-08-23","16","0","0","3180","1","30.8571428571428","0.14285714285714"
"01-04 years","2020-08-24","38","0","0","3218","1","29.4285714285714","0.14285714285714"
"01-04 years","2020-08-25","22","0","1","3240","1","26","0.14285714285714"
"01-04 years","2020-08-26","31","0","0","3271","1","26.5714285714285","0.14285714285714"
"01-04 years","2020-08-27","24","0","1","3295","1","25.7142857142857","0.14285714285714"
"01-04 years","2020-08-28","18","0","1","3313","1","23.4285714285714","0"
"01-04 years","2020-08-29","13","0","0","3326","1","23.1428571428571","0"
"01-04 years","2020-08-30","9","0","1","3335","1","22.1428571428571","0"
"01-04 years","2020-08-31","26","0","1","3361","1","20.4285714285714","0"
"01-04 years","2020-09-01","30","0","1","3391","1","21.5714285714285","0"
"01-04 years","2020-09-02","14","0","1","3405","1","19.1428571428571","0"
"01-04 years","2020-09-03","14","0","0","3419","1","17.7142857142857","0"
"01-04 years","2020-09-04","21","0","1","3440","1","18.1428571428571","0"
"01-04 years","2020-09-05","14","0","1","3454","1","18.2857142857142","0"
"01-04 years","2020-09-06","6","0","1","3460","1","17.8571428571428","0"
"01-04 years","2020-09-07","8","0","0","3468","1","15.2857142857142","0"
"01-04 years","2020-09-08","14","0","0","3482","1","13","0"
"01-04 years","2020-09-09","21","0","0","3503","1","14","0"
"01-04 years","2020-09-10","26","0","1","3529","1","15.7142857142857","0"
"01-04 years","2020-09-11","18","0","0","3547","1","15.2857142857142","0"
"01-04 years","2020-09-12","9","0","0","3556","1","14.5714285714285","0"
"01-04 years","2020-09-13","7","0","1","3563","1","14.7142857142857","0"
"01-04 years","2020-09-14","22","0","0","3585","1","16.7142857142857","0"
"01-04 years","2020-09-15","25","0","0","3610","1","18.2857142857142","0"
"01-04 years","2020-09-16","9","0","1","3619","1","16.5714285714285","0"
"01-04 years","2020-09-17","13","0","1","3632","1","14.7142857142857","0"
"01-04 years","2020-09-18","19","0","0","3651","1","14.8571428571428","0"
"01-04 years","2020-09-19","11","0","0","3662","1","15.1428571428571","0"
"01-04 years","2020-09-20","11","0","0","3673","1","15.7142857142857","0"
"01-04 years","2020-09-21","22","0","2","3695","1","15.7142857142857","0"
"01-04 years","2020-09-22","13","0","0","3708","1","14","0"
"01-04 years","2020-09-23","16","0","0","3724","1","15","0"
"01-04 years","2020-09-24","12","0","2","3736","1","14.8571428571428","0"
"01-04 years","2020-09-25","16","0","1","3752","1","14.4285714285714","0"
"01-04 years","2020-09-26","12","0","2","3764","1","14.5714285714285","0"
"01-04 years","2020-09-27","5","0","1","3769","1","13.7142857142857","0"
"01-04 years","2020-09-28","12","0","0","3781","1","12.2857142857142","0"
"01-04 years","2020-09-29","25","0","0","3806","1","14","0"
"01-04 years","2020-09-30","16","0","0","3822","1","14","0"
"01-04 years","2020-10-01","13","0","0","3835","1","14.1428571428571","0"
"01-04 years","2020-10-02","20","0","0","3855","1","14.7142857142857","0"
"01-04 years","2020-10-03","13","0","0","3868","1","14.8571428571428","0"
"01-04 years","2020-10-04","6","0","0","3874","1","15","0"
"01-04 years","2020-10-05","22","0","0","3896","1","16.4285714285714","0"
"01-04 years","2020-10-06","20","0","0","3916","1","15.7142857142857","0"
"01-04 years","2020-10-07","22","0","0","3938","1","16.5714285714285","0"
"01-04 years","2020-10-08","23","0","0","3961","1","18","0"
"01-04 years","2020-10-09","13","0","0","3974","1","17","0"
"01-04 years","2020-10-10","19","0","0","3993","1","17.8571428571428","0"
"01-04 years","2020-10-11","11","0","0","4004","1","18.5714285714285","0"
"01-04 years","2020-10-12","16","0","0","4020","1","17.7142857142857","0"
"01-04 years","2020-10-13","38","0","0","4058","1","20.2857142857142","0"
"01-04 years","2020-10-14","28","0","1","4086","1","21.1428571428571","0"
"01-04 years","2020-10-15","22","0","0","4108","1","21","0"
"01-04 years","2020-10-16","21","0","0","4129","1","22.1428571428571","0"
"01-04 years","2020-10-17","13","0","1","4142","1","21.2857142857142","0"
"01-04 years","2020-10-18","8","0","0","4150","1","20.8571428571428","0"
"01-04 years","2020-10-19","25","0","0","4175","1","22.1428571428571","0"
"01-04 years","2020-10-20","18","0","0","4193","1","19.2857142857142","0"
"01-04 years","2020-10-21","15","0","1","4208","1","17.4285714285714","0"
"01-04 years","2020-10-22","15","0","1","4223","1","16.4285714285714","0"
"01-04 years","2020-10-23","17","0","0","4240","1","15.8571428571428","0"
"01-04 years","2020-10-24","10","0","0","4250","1","15.4285714285714","0"
"01-04 years","2020-10-25","10","0","1","4260","1","15.7142857142857","0"
"01-04 years","2020-10-26","25","0","0","4285","1","15.7142857142857","0"
"01-04 years","2020-10-27","28","0","0","4313","1","17.1428571428571","0"
"01-04 years","2020-10-28","16","0","2","4329","1","17.2857142857142","0"
"01-04 years","2020-10-29","19","0","1","4348","1","17.8571428571428","0"
"01-04 years","2020-10-30","26","0","0","4374","1","19.1428571428571","0"
"01-04 years","2020-10-31","14","0","1","4388","1","19.7142857142857","0"
"01-04 years","2020-11-01","18","0","0","4406","1","20.8571428571428","0"
"01-04 years","2020-11-02","27","0","0","4433","1","21.1428571428571","0"
"01-04 years","2020-11-03","29","0","0","4462","1","21.2857142857142","0"
"01-04 years","2020-11-04","26","0","0","4488","1","22.7142857142857","0"
"01-04 years","2020-11-05","29","0","0","4517","1","24.1428571428571","0"
"01-04 years","2020-11-06","25","0","0","4542","1","24","0"
"01-04 years","2020-11-07","20","0","1","4562","1","24.8571428571428","0"
"01-04 years","2020-11-08","12","0","0","4574","1","24","0"
"01-04 years","2020-11-09","25","0","1","4599","1","23.7142857142857","0"
"01-04 years","2020-11-10","39","0","0","4638","1","25.1428571428571","0"
"01-04 years","2020-11-11","31","0","0","4669","1","25.8571428571428","0"
"01-04 years","2020-11-12","39","0","1","4708","1","27.2857142857142","0"
"01-04 years","2020-11-13","32","0","0","4740","1","28.2857142857142","0"
"01-04 years","2020-11-14","31","0","1","4771","1","29.8571428571428","0"
"01-04 years","2020-11-15","14","0","1","4785","1","30.1428571428571","0"
"01-04 years","2020-11-16","43","0","0","4828","1","32.7142857142857","0"
"01-04 years","2020-11-17","28","0","0","4856","1","31.1428571428571","0"
"01-04 years","2020-11-18","41","0","0","4897","1","32.5714285714285","0"
"01-04 years","2020-11-19","40","0","0","4937","1","32.7142857142857","0"
"01-04 years","2020-11-20","46","0","0","4983","1","34.7142857142857","0"
"01-04 years","2020-11-21","19","0","0","5002","1","33","0"
"01-04 years","2020-11-22","18","0","1","5020","1","33.5714285714285","0"
"01-04 years","2020-11-23","42","0","0","5062","1","33.4285714285714","0"
"01-04 years","2020-11-24","41","0","0","5103","1","35.2857142857142","0"
"01-04 years","2020-11-25","34","0","0","5137","1","34.2857142857142","0"
"01-04 years","2020-11-26","25","0","0","5162","1","32.1428571428571","0"
"01-04 years","2020-11-27","20","0","0","5182","1","28.4285714285714","0"
"01-04 years","2020-11-28","23","0","1","5205","1","29","0"
"01-04 years","2020-11-29","22","0","1","5227","1","29.5714285714285","0"
"01-04 years","2020-11-30","57","0","0","5284","1","31.7142857142857","0"
"01-04 years","2020-12-01","76","0","0","5360","1","36.7142857142857","0"
"01-04 years","2020-12-02","60","0","0","5420","1","40.4285714285714","0"
"01-04 years","2020-12-03","62","0","1","5482","1","45.7142857142857","0"
"01-04 years","2020-12-04","58","0","0","5540","1","51.1428571428571","0"
"01-04 years","2020-12-05","51","0","0","5591","1","55.1428571428571","0"
"01-04 years","2020-12-06","32","0","3","5623","1","56.5714285714285","0"
"01-04 years","2020-12-07","77","0","0","5700","1","59.4285714285714","0"
"01-04 years","2020-12-08","78","0","1","5778","1","59.7142857142857","0"
"01-04 years","2020-12-09","94","0","2","5872","1","64.5714285714285","0"
"01-04 years","2020-12-10","68","0","2","5940","1","65.4285714285714","0"
"01-04 years","2020-12-11","88","0","2","6028","1","69.7142857142857","0"
"01-04 years","2020-12-12","57","0","0","6085","1","70.5714285714285","0"
"01-04 years","2020-12-13","47","0","1","6132","1","72.7142857142857","0"
"01-04 years","2020-12-14","81","0","2","6213","1","73.2857142857143","0"
"01-04 years","2020-12-15","87","0","1","6300","1","74.5714285714285","0"
"01-04 years","2020-12-16","79","0","1","6379","1","72.4285714285714","0"
"01-04 years","2020-12-17","80","0","2","6459","1","74.1428571428571","0"
"01-04 years","2020-12-18","72","0","0","6531","1","71.8571428571428","0"
"01-04 years","2020-12-19","54","0","1","6585","1","71.4285714285714","0"
"01-04 years","2020-12-20","36","0","1","6621","1","69.8571428571428","0"
"01-04 years","2020-12-21","97","0","2","6718","1","72.1428571428571","0"
"01-04 years","2020-12-22","94","0","0","6812","1","73.1428571428571","0"
"01-04 years","2020-12-23","92","0","2","6904","1","75","0"
"01-04 years","2020-12-24","41","0","0","6945","1","69.4285714285714","0"
"01-04 years","2020-12-25","20","0","1","6965","1","62","0"
"01-04 years","2020-12-26","60","0","1","7025","1","62.8571428571428","0"
"01-04 years","2020-12-27","51","0","0","7076","1","65","0"
"01-04 years","2020-12-28","122","0","0","7198","1","68.5714285714285","0"
"01-04 years","2020-12-29","123","0","0","7321","1","72.7142857142857","0"
"01-04 years","2020-12-30","115","0","2","7436","1","76","0"
"01-04 years","2020-12-31","87","0","0","7523","1","82.5714285714285","0"
"01-04 years","2021-01-01","52","0","3","7575","1","87.1428571428571","0"
"01-04 years","2021-01-02","88","0","1","7663","1","91.1428571428571","0"
"01-04 years","2021-01-03","74","0","0","7737","1","94.4285714285714","0"
"01-04 years","2021-01-04","162","0","5","7899","1","100.142857142857","0"
"01-04 years","2021-01-05","133","0","0","8032","1","101.571428571428","0"
"01-04 years","2021-01-06","112","0","5","8144","1","101.142857142857","0"
"01-04 years","2021-01-07","135","0","1","8279","1","108","0"
"01-04 years","2021-01-08","130","0","1","8409","1","119.142857142857","0"
"01-04 years","2021-01-09","85","0","0","8494","1","118.714285714285","0"
"01-04 years","2021-01-10","58","0","0","8552","1","116.428571428571","0"
"01-04 years","2021-01-11","104","0","2","8656","1","108.142857142857","0"
"01-04 years","2021-01-12","115","0","2","8771","1","105.571428571428","0"
"01-04 years","2021-01-13","99","0","2","8870","1","103.714285714285","0"
"01-04 years","2021-01-14","81","0","0","8951","1","96","0"
"01-04 years","2021-01-15","99","0","1","9050","1","91.5714285714285","0"
"01-04 years","2021-01-16","66","0","1","9116","1","88.8571428571428","0"
"01-04 years","2021-01-17","39","0","0","9155","1","86.1428571428571","0"
"01-04 years","2021-01-18","65","0","2","9220","1","80.5714285714285","0"
"01-04 years","2021-01-19","110","0","1","9330","1","79.8571428571428","0"
"01-04 years","2021-01-20","86","0","2","9416","1","78","0"
"01-04 years","2021-01-21","97","0","2","9513","1","80.2857142857143","0"
"01-04 years","2021-01-22","85","0","0","9598","1","78.2857142857143","0"
"01-04 years","2021-01-23","49","0","1","9647","1","75.8571428571428","0"
"01-04 years","2021-01-24","51","0","1","9698","1","77.5714285714285","0"
"01-04 years","2021-01-25","97","0","1","9795","1","82.1428571428571","0"
"01-04 years","2021-01-26","90","0","2","9885","1","79.2857142857143","0"
"01-04 years","2021-01-27","76","0","0","9961","1","77.8571428571428","0"
"01-04 years","2021-01-28","68","0","0","10029","1","73.7142857142857","0"
"01-04 years","2021-01-29","59","0","2","10088","1","70","0"
"01-04 years","2021-01-30","41","0","0","10129","1","68.8571428571428","0"
"01-04 years","2021-01-31","41","0","2","10170","1","67.4285714285714","0"
"01-04 years","2021-02-01","75","0","0","10245","1","64.2857142857143","0"
"01-04 years","2021-02-02","76","0","2","10321","1","62.2857142857142","0"
"01-04 years","2021-02-03","63","0","1","10384","1","60.4285714285714","0"
"01-04 years","2021-02-04","58","0","0","10442","1","59","0"
"01-04 years","2021-02-05","41","0","1","10483","1","56.4285714285714","0"
"01-04 years","2021-02-06","39","0","1","10522","1","56.1428571428571","0"
"01-04 years","2021-02-07","25","0","1","10547","1","53.8571428571428","0"
"01-04 years","2021-02-08","55","0","0","10602","1","51","0"
"01-04 years","2021-02-09","40","0","1","10642","1","45.8571428571428","0"
"01-04 years","2021-02-10","43","0","2","10685","1","43","0"
"01-04 years","2021-02-11","43","0","0","10728","1","40.8571428571428","0"
"01-04 years","2021-02-12","30","0","2","10758","1","39.2857142857142","0"
"01-04 years","2021-02-13","16","0","3","10774","1","36","0"
"01-04 years","2021-02-14","24","0","1","10798","1","35.8571428571428","0"
"01-04 years","2021-02-15","37","0","1","10835","1","33.2857142857142","0"
"01-04 years","2021-02-16","38","0","1","10873","1","33","0"
"01-04 years","2021-02-17","35","0","1","10908","1","31.8571428571428","0"
"01-04 years","2021-02-18","31","0","2","10939","1","30.1428571428571","0"
"01-04 years","2021-02-19","32","0","0","10971","1","30.4285714285714","0"
"01-04 years","2021-02-20","30","0","1","11001","1","32.4285714285714","0"
"01-04 years","2021-02-21","20","0","0","11021","1","31.8571428571428","0"
"01-04 years","2021-02-22","35","0","3","11056","1","31.5714285714285","0"
"01-04 years","2021-02-23","29","0","1","11085","1","30.2857142857142","0"
"01-04 years","2021-02-24","38","0","2","11123","1","30.7142857142857","0"
"01-04 years","2021-02-25","20","0","0","11143","1","29.1428571428571","0"
"01-04 years","2021-02-26","24","0","1","11167","1","28","0"
"01-04 years","2021-02-27","9","0","0","11176","1","25","0"
"01-04 years","2021-02-28","21","0","1","11197","1","25.1428571428571","0"
"01-04 years","2021-03-01","32","0","1","11229","1","24.7142857142857","0"
"01-04 years","2021-03-02","26","0","0","11255","1","24.2857142857142","0"
"01-04 years","2021-03-03","24","0","1","11279","1","22.2857142857142","0"
"01-04 years","2021-03-04","25","0","1","11304","1","23","0"
"01-04 years","2021-03-05","14","0","1","11318","1","21.5714285714285","0"
"01-04 years","2021-03-06","19","0","0","11337","1","23","0"
