Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
C17,FAM,N2,Unkn,MI_239_B,39.05724392,NaN
C18,FAM,N2,Unkn,MI_239_B,39.30656376,NaN
C19,FAM,N2,Unkn,CC_239_B,39.89362916,NaN
C20,FAM,N2,Unkn,CC_239_B,NaN,NaN
C21,FAM,N2,Unkn,CC_239_B,39.34844469,NaN
C22,FAM,BCOV,Unkn,MI_239_B,30.29436794,NaN
C23,FAM,BCOV,Unkn,MI_239_B,30.03920987,NaN
C24,FAM,BCOV,Unkn,MI_239_B,30.04686651,NaN
E01,FAM,N1,Unkn,NO_239_C,36.14939828,NaN
E02,FAM,N1,Unkn,NO_239_C,36.02872127,NaN
E03,FAM,N1,Unkn,NO_239_C,35.50094429,NaN
E05,FAM,N1,Unkn,MI_239_C,36.11987597,NaN
E06,FAM,N1,Unkn,MI_239_C,36.93562894,NaN
E07,FAM,N1,Unkn,MI_239_C,37.278884,NaN
E09,FAM,N1,Unkn,CC_239_C,36.74990608,NaN
E10,FAM,N1,Unkn,CC_239_C,38.64258679,NaN
E11,FAM,N1,Unkn,CC_239_C,36.2787959,NaN
E13,FAM,N2,Unkn,NO_239_C,38.62416828,NaN
E14,FAM,N2,Unkn,NO_239_C,37.51351283,NaN
E15,FAM,N2,Unkn,NO_239_C,37.41597625,NaN
E16,FAM,N2,Unkn,MI_239_C,38.03056392,NaN
E17,FAM,N2,Unkn,MI_239_C,37.7381419,NaN
E18,FAM,N2,Unkn,MI_239_C,38.5710346,NaN
E19,FAM,N2,Unkn,CC_239_C,37.50289333,NaN
E20,FAM,N2,Unkn,CC_239_C,38.51959296,NaN
E21,FAM,N2,Unkn,CC_239_C,38.26601833,NaN
E22,FAM,BCOV,Unkn,CC_239_B,29.94128361,NaN
E23,FAM,BCOV,Unkn,CC_239_B,29.75179064,NaN
E24,FAM,BCOV,Unkn,CC_239_B,29.6233625,NaN
G01,FAM,N1,Unkn,NO_239_D,36.45719276,NaN
G02,FAM,N1,Unkn,NO_239_D,36.52697377,NaN
G03,FAM,N1,Unkn,NO_239_D,36.2339652,NaN
G05,FAM,N1,Unkn,MI_239_D,36.59577362,NaN
G06,FAM,N1,Unkn,MI_239_D,37.21173446,NaN
G07,FAM,N1,Unkn,MI_239_D,36.16990141,NaN
G09,FAM,N1,Unkn,CC_239_D,36.24013489,NaN
G10,FAM,N1,Unkn,CC_239_D,38.10148937,NaN
G11,FAM,N1,Unkn,CC_239_D,35.24502523,NaN
G13,FAM,N2,Unkn,NO_239_D,37.86091941,NaN
G14,FAM,N2,Unkn,NO_239_D,37.76543878,NaN
G15,FAM,N2,Unkn,NO_239_D,37.19624617,NaN
G16,FAM,N2,Unkn,MI_239_D,38.44660153,NaN
G17,FAM,N2,Unkn,MI_239_D,38.76606844,NaN
G18,FAM,N2,Unkn,MI_239_D,38.61790051,NaN
G19,FAM,N2,Unkn,CC_239_D,38.96257759,NaN
G20,FAM,N2,Unkn,CC_239_D,36.88705166,NaN
G21,FAM,N2,Unkn,CC_239_D,37.11639413,NaN
G22,FAM,BCOV,Unkn,CG_239,20.70735727,NaN
G23,FAM,BCOV,Unkn,CG_239,20.844347,NaN
G24,FAM,BCOV,Unkn,CG_239,20.81642713,NaN
I01,FAM,N1,Unkn,NO_239_E,35.63787384,NaN
I02,FAM,N1,Unkn,NO_239_E,35.57987446,NaN
I03,FAM,N1,Unkn,NO_239_E,36.82613113,NaN
I05,FAM,N1,Unkn,MI_239_E,38.04376511,NaN
I06,FAM,N1,Unkn,MI_239_E,35.63035404,NaN
I07,FAM,N1,Unkn,MI_239_E,36.79195952,NaN
I09,FAM,N1,Unkn,CC_239_E,36.2316827,NaN
I10,FAM,N1,Unkn,CC_239_E,36.72871463,NaN
I11,FAM,N1,Unkn,CC_239_E,37.18536737,NaN
I13,FAM,N2,Unkn,NO_239_E,37.39863741,NaN
I14,FAM,N2,Unkn,NO_239_E,39.16879963,NaN
I15,FAM,N2,Unkn,NO_239_E,37.99256002,NaN
I16,FAM,N2,Unkn,MI_239_E,37.14709767,NaN
I17,FAM,N2,Unkn,MI_239_E,38.05001096,NaN
I18,FAM,N2,Unkn,MI_239_E,37.77554348,NaN
I19,FAM,N2,Unkn,CC_239_E,38.22924751,NaN
I20,FAM,N2,Unkn,CC_239_E,39.08744396,NaN
I21,FAM,N2,Unkn,CC_239_E,37.97383761,NaN
I22,FAM,BCOV,Unkn,NO_RNA_239,9.517587364,NaN
I23,FAM,BCOV,Unkn,NO_RNA_239,9.05546869,NaN
I24,FAM,BCOV,Unkn,NO_RNA_239,9.264257109,NaN
K01,FAM,N1,Unkn,NO_239_F,35.28359991,NaN
K02,FAM,N1,Unkn,NO_239_F,36.17899899,NaN
K03,FAM,N1,Unkn,NO_239_F,36.39258815,NaN
K05,FAM,N1,Unkn,MI_239_F,35.709706,NaN
K06,FAM,N1,Unkn,MI_239_F,36.1058447,NaN
K07,FAM,N1,Unkn,MI_239_F,37.10921325,NaN
K09,FAM,N1,Unkn,CC_239_F,38.68260699,NaN
K10,FAM,N1,Unkn,CC_239_F,36.87096976,NaN
K11,FAM,N1,Unkn,CC_239_F,37.12531612,NaN
K13,FAM,N2,Unkn,NO_239_F,38.27982257,NaN
K14,FAM,N2,Unkn,NO_239_F,37.28565162,NaN
K15,FAM,N2,Unkn,NO_239_F,37.09201574,NaN
K16,FAM,N2,Unkn,MI_239_F,38.42748148,NaN
K17,FAM,N2,Unkn,MI_239_F,37.33866528,NaN
K18,FAM,N2,Unkn,MI_239_F,37.92727329,NaN
K19,FAM,N2,Unkn,CC_239_F,38.63835655,NaN
K20,FAM,N2,Unkn,CC_239_F,37.89778204,NaN
K21,FAM,N2,Unkn,CC_239_F,38.28815132,NaN
K22,FAM,BCOV,Unkn,MI_RNA_239,9.334957223,NaN
K23,FAM,BCOV,Unkn,MI_RNA_239,9.324018003,NaN
K24,FAM,BCOV,Unkn,MI_RNA_239,8.455578416,NaN
M01,FAM,N1,Unkn,BLANK,NaN,NaN
M02,FAM,N1,Unkn,BLANK,NaN,NaN
M03,FAM,N1,Unkn,BLANK,NaN,NaN
M13,FAM,N2,Unkn,BLANK,NaN,NaN
M14,FAM,N2,Unkn,BLANK,NaN,NaN
M15,FAM,N2,Unkn,BLANK,NaN,NaN
M22,FAM,BCOV,Unkn,CC_RNA_239,9.131221153,NaN
M23,FAM,BCOV,Unkn,CC_RNA_239,9.150761174,NaN
M24,FAM,BCOV,Unkn,CC_RNA_239,9.097779641,NaN
O01,FAM,N1,Unkn,SARS-CoV-2,18.24275924,NaN
O02,FAM,N1,Unkn,SARS-CoV-2,18.24808035,NaN
O03,FAM,N1,Unkn,SARS-CoV-2,18.24576646,NaN
O13,FAM,N2,Unkn,SARS-CoV-2,19.99474225,NaN
O14,FAM,N2,Unkn,SARS-CoV-2,19.95998108,NaN
O15,FAM,N2,Unkn,SARS-CoV-2,19.85012113,NaN
O22,FAM,BCOV,Unkn,H2O_RNA_239,9.072665235,NaN
O23,FAM,BCOV,Unkn,H2O_RNA_239,9.109858332,NaN
O24,FAM,BCOV,Unkn,H2O_RNA_239,8.989195936,NaN
