Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
G03,FAM,N1,Unkn,NO_237_D,36.45713758,NaN
G05,FAM,N1,Unkn,MI_237_D,37.71256901,NaN
G06,FAM,N1,Unkn,MI_237_D,37.64716875,NaN
G07,FAM,N1,Unkn,MI_237_D,36.18982567,NaN
G09,FAM,N1,Unkn,CC_237_D,38.77668639,NaN
G10,FAM,N1,Unkn,CC_237_D,NaN,NaN
G11,FAM,N1,Unkn,CC_237_D,37.68189707,NaN
G13,FAM,N2,Unkn,NO_237_D,38.65772128,NaN
G14,FAM,N2,Unkn,NO_237_D,38.23134896,NaN
G15,FAM,N2,Unkn,NO_237_D,39.20459742,NaN
G16,FAM,N2,Unkn,MI_237_D,37.33029326,NaN
G17,FAM,N2,Unkn,MI_237_D,38.21713988,NaN
G18,FAM,N2,Unkn,MI_237_D,37.67783808,NaN
G19,FAM,N2,Unkn,CC_237_D,NaN,NaN
G20,FAM,N2,Unkn,CC_237_D,39.34657579,NaN
G21,FAM,N2,Unkn,CC_237_D,39.8117847,NaN
G22,FAM,BCOV,Unkn,CG_237,20.19932287,NaN
G23,FAM,BCOV,Unkn,CG_237,20.14798802,NaN
G24,FAM,BCOV,Unkn,CG_237,20.33045625,NaN
I01,FAM,N1,Unkn,NO_237_E,36.22534034,NaN
I02,FAM,N1,Unkn,NO_237_E,35.7631664,NaN
I03,FAM,N1,Unkn,NO_237_E,36.87038725,NaN
I05,FAM,N1,Unkn,MI_237_E,37.08265025,NaN
I06,FAM,N1,Unkn,MI_237_E,37.63474004,NaN
I07,FAM,N1,Unkn,MI_237_E,36.58933662,NaN
I09,FAM,N1,Unkn,CC_237_E,NaN,NaN
I10,FAM,N1,Unkn,CC_237_E,37.81862609,NaN
I11,FAM,N1,Unkn,CC_237_E,37.5603463,NaN
I13,FAM,N2,Unkn,NO_237_E,37.7660796,NaN
I14,FAM,N2,Unkn,NO_237_E,37.48770448,NaN
I15,FAM,N2,Unkn,NO_237_E,37.45707873,NaN
I16,FAM,N2,Unkn,MI_237_E,39.10546582,NaN
I17,FAM,N2,Unkn,MI_237_E,37.48637608,NaN
I18,FAM,N2,Unkn,MI_237_E,38.88529218,NaN
I19,FAM,N2,Unkn,CC_237_E,38.8683719,NaN
I20,FAM,N2,Unkn,CC_237_E,38.87631846,NaN
I21,FAM,N2,Unkn,CC_237_E,39.30621754,NaN
I22,FAM,BCOV,Unkn,NO_RNA_237,9.109388783,NaN
I23,FAM,BCOV,Unkn,NO_RNA_237,8.655743294,NaN
I24,FAM,BCOV,Unkn,NO_RNA_237,8.169884468,NaN
K01,FAM,N1,Unkn,NO_237_F,37.92857073,NaN
K02,FAM,N1,Unkn,NO_237_F,37.93770305,NaN
K03,FAM,N1,Unkn,NO_237_F,36.02900027,NaN
K05,FAM,N1,Unkn,MI_237_F,37.27173312,NaN
K06,FAM,N1,Unkn,MI_237_F,36.69996838,NaN
K07,FAM,N1,Unkn,MI_237_F,36.30160592,NaN
K09,FAM,N1,Unkn,CC_237_F,NaN,NaN
K10,FAM,N1,Unkn,CC_237_F,38.62012785,NaN
K11,FAM,N1,Unkn,CC_237_F,38.76611183,NaN
K13,FAM,N2,Unkn,NO_237_F,38.14528546,NaN
K14,FAM,N2,Unkn,NO_237_F,37.89209854,NaN
K15,FAM,N2,Unkn,NO_237_F,37.50986872,NaN
K16,FAM,N2,Unkn,MI_237_F,NaN,NaN
K17,FAM,N2,Unkn,MI_237_F,NaN,NaN
K18,FAM,N2,Unkn,MI_237_F,39.05870657,NaN
K19,FAM,N2,Unkn,CC_237_F,39.29490486,NaN
K20,FAM,N2,Unkn,CC_237_F,39.72717181,NaN
K21,FAM,N2,Unkn,CC_237_F,38.41759024,NaN
K22,FAM,BCOV,Unkn,MI_RNA_237,8.932008578,NaN
K23,FAM,BCOV,Unkn,MI_RNA_237,9.126575611,NaN
K24,FAM,BCOV,Unkn,MI_RNA_237,8.959861468,NaN
M01,FAM,N1,Unkn,BLANK,NaN,NaN
M02,FAM,N1,Unkn,BLANK,NaN,NaN
M03,FAM,N1,Unkn,BLANK,NaN,NaN
M13,FAM,N2,Unkn,BLANK,NaN,NaN
M14,FAM,N2,Unkn,BLANK,NaN,NaN
M15,FAM,N2,Unkn,BLANK,NaN,NaN
M22,FAM,BCOV,Unkn,CC_RNA_237,9.120930285,NaN
M23,FAM,BCOV,Unkn,CC_RNA_237,8.93683267,NaN
M24,FAM,BCOV,Unkn,CC_RNA_237,8.885289296,NaN
O01,FAM,N1,Unkn,SARS-CoV-2,18.31579072,NaN
O02,FAM,N1,Unkn,SARS-CoV-2,18.32262073,NaN
O03,FAM,N1,Unkn,SARS-CoV-2,18.3050454,NaN
O13,FAM,N2,Unkn,SARS-CoV-2,19.90094563,NaN
O14,FAM,N2,Unkn,SARS-CoV-2,19.9275792,NaN
O15,FAM,N2,Unkn,SARS-CoV-2,19.7674517,NaN
O22,FAM,BCOV,Unkn,H2O_RNA_237,8.9171704,NaN
O23,FAM,BCOV,Unkn,H2O_RNA_237,8.791780565,NaN
O24,FAM,BCOV,Unkn,H2O_RNA_237,8.899356319,NaN
