Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
E06,FAM,N1,Unkn,MI_238_C,37.17383426,NaN
E07,FAM,N1,Unkn,MI_238_C,36.7546055,NaN
E09,FAM,N1,Unkn,CC_238_C,36.36364252,NaN
E10,FAM,N1,Unkn,CC_238_C,38.7005203,NaN
E11,FAM,N1,Unkn,CC_238_C,36.99400101,NaN
E13,FAM,N2,Unkn,NO_238_C,39.82831429,NaN
E14,FAM,N2,Unkn,NO_238_C,NaN,NaN
E15,FAM,N2,Unkn,NO_238_C,NaN,NaN
E16,FAM,N2,Unkn,MI_238_C,38.30930326,NaN
E17,FAM,N2,Unkn,MI_238_C,NaN,NaN
E18,FAM,N2,Unkn,MI_238_C,37.09844969,NaN
E19,FAM,N2,Unkn,CC_238_C,38.50446123,NaN
E20,FAM,N2,Unkn,CC_238_C,39.1874837,NaN
E21,FAM,N2,Unkn,CC_238_C,NaN,NaN
E22,FAM,BCOV,Unkn,CC_238_B,29.55459761,NaN
E23,FAM,BCOV,Unkn,CC_238_B,29.47068169,NaN
E24,FAM,BCOV,Unkn,CC_238_B,29.41372892,NaN
G01,FAM,N1,Unkn,NO_238_D,NaN,NaN
G02,FAM,N1,Unkn,NO_238_D,NaN,NaN
G03,FAM,N1,Unkn,NO_238_D,NaN,NaN
G05,FAM,N1,Unkn,MI_238_D,35.22790852,NaN
G06,FAM,N1,Unkn,MI_238_D,34.3151855,NaN
G07,FAM,N1,Unkn,MI_238_D,34.40858824,NaN
G09,FAM,N1,Unkn,CC_238_D,NaN,NaN
G10,FAM,N1,Unkn,CC_238_D,38.6118016,NaN
G11,FAM,N1,Unkn,CC_238_D,38.50180475,NaN
G13,FAM,N2,Unkn,NO_238_D,NaN,NaN
G14,FAM,N2,Unkn,NO_238_D,39.04683643,NaN
G15,FAM,N2,Unkn,NO_238_D,NaN,NaN
G16,FAM,N2,Unkn,MI_238_D,35.12365207,NaN
G17,FAM,N2,Unkn,MI_238_D,35.36255831,NaN
G18,FAM,N2,Unkn,MI_238_D,35.86826838,NaN
G19,FAM,N2,Unkn,CC_238_D,38.69217714,NaN
G20,FAM,N2,Unkn,CC_238_D,NaN,NaN
G21,FAM,N2,Unkn,CC_238_D,NaN,NaN
G22,FAM,BCOV,Unkn,CG_238,19.91784874,NaN
G23,FAM,BCOV,Unkn,CG_238,19.89551225,NaN
G24,FAM,BCOV,Unkn,CG_238,20.00027941,NaN
I01,FAM,N1,Unkn,NO_238_E,NaN,NaN
I02,FAM,N1,Unkn,NO_238_E,NaN,NaN
I03,FAM,N1,Unkn,NO_238_E,NaN,NaN
I05,FAM,N1,Unkn,MI_238_E,NaN,NaN
I06,FAM,N1,Unkn,MI_238_E,37.47098574,NaN
I07,FAM,N1,Unkn,MI_238_E,37.30435354,NaN
I09,FAM,N1,Unkn,CC_238_E,38.36707795,NaN
I10,FAM,N1,Unkn,CC_238_E,NaN,NaN
I11,FAM,N1,Unkn,CC_238_E,NaN,NaN
I13,FAM,N2,Unkn,NO_238_E,NaN,NaN
I14,FAM,N2,Unkn,NO_238_E,NaN,NaN
I15,FAM,N2,Unkn,NO_238_E,NaN,NaN
I16,FAM,N2,Unkn,MI_238_E,37.84153445,NaN
I17,FAM,N2,Unkn,MI_238_E,39.57014929,NaN
I18,FAM,N2,Unkn,MI_238_E,38.24204828,NaN
I19,FAM,N2,Unkn,CC_238_E,38.74657191,NaN
I20,FAM,N2,Unkn,CC_238_E,NaN,NaN
I21,FAM,N2,Unkn,CC_238_E,37.80514216,NaN
I22,FAM,BCOV,Unkn,NO_RNA_238,8.215085758,NaN
I23,FAM,BCOV,Unkn,NO_RNA_238,8.168120299,NaN
I24,FAM,BCOV,Unkn,NO_RNA_238,8.349891551,NaN
K01,FAM,N1,Unkn,NO_238_F,38.22105008,NaN
K02,FAM,N1,Unkn,NO_238_F,38.12600761,NaN
K03,FAM,N1,Unkn,NO_238_F,NaN,NaN
K05,FAM,N1,Unkn,MI_238_F,NaN,NaN
K06,FAM,N1,Unkn,MI_238_F,38.6599448,NaN
K07,FAM,N1,Unkn,MI_238_F,37.94920357,NaN
K09,FAM,N1,Unkn,CC_238_F,38.30155767,NaN
K10,FAM,N1,Unkn,CC_238_F,37.38969157,NaN
K11,FAM,N1,Unkn,CC_238_F,NaN,NaN
K13,FAM,N2,Unkn,NO_238_F,NaN,NaN
K14,FAM,N2,Unkn,NO_238_F,39.17626724,NaN
K15,FAM,N2,Unkn,NO_238_F,NaN,NaN
K16,FAM,N2,Unkn,MI_238_F,39.12907067,NaN
K17,FAM,N2,Unkn,MI_238_F,38.84608058,NaN
K18,FAM,N2,Unkn,MI_238_F,39.0460889,NaN
K19,FAM,N2,Unkn,CC_238_F,38.26281735,NaN
K20,FAM,N2,Unkn,CC_238_F,NaN,NaN
K21,FAM,N2,Unkn,CC_238_F,NaN,NaN
K22,FAM,BCOV,Unkn,MI_RNA_238,11.0021621,NaN
K23,FAM,BCOV,Unkn,MI_RNA_238,8.332683635,NaN
K24,FAM,BCOV,Unkn,MI_RNA_238,8.210752304,NaN
M01,FAM,N1,Unkn,BLANK,NaN,NaN
M02,FAM,N1,Unkn,BLANK,NaN,NaN
M03,FAM,N1,Unkn,BLANK,NaN,NaN
M13,FAM,N2,Unkn,BLANK,NaN,NaN
M14,FAM,N2,Unkn,BLANK,NaN,NaN
M15,FAM,N2,Unkn,BLANK,NaN,NaN
M22,FAM,BCOV,Unkn,CC_RNA_238,8.243523804,NaN
M23,FAM,BCOV,Unkn,CC_RNA_238,8.107939615,NaN
M24,FAM,BCOV,Unkn,CC_RNA_238,8.090770402,NaN
O01,FAM,N1,Unkn,SARS-CoV-2,18.00696201,NaN
O02,FAM,N1,Unkn,SARS-CoV-2,18.01545752,NaN
O03,FAM,N1,Unkn,SARS-CoV-2,17.97552923,NaN
O13,FAM,N2,Unkn,SARS-CoV-2,19.10148971,NaN
O14,FAM,N2,Unkn,SARS-CoV-2,19.2141628,NaN
O15,FAM,N2,Unkn,SARS-CoV-2,19.13610949,NaN
O22,FAM,BCOV,Unkn,H2O_RNA_238,8.317290258,NaN
O23,FAM,BCOV,Unkn,H2O_RNA_238,8.078678175,NaN
O24,FAM,BCOV,Unkn,H2O_RNA_238,8.160890228,NaN
