Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
C15,FAM,N2,Unkn,NO_240_B,38.5071872,NaN
C16,FAM,N2,Unkn,MI_240_B,39.06322368,NaN
C17,FAM,N2,Unkn,MI_240_B,38.57880112,NaN
C18,FAM,N2,Unkn,MI_240_B,38.16971191,NaN
C19,FAM,N2,Unkn,CC_240_B,38.05330182,NaN
C20,FAM,N2,Unkn,CC_240_B,37.33442894,NaN
C21,FAM,N2,Unkn,CC_240_B,36.97459449,NaN
C22,FAM,BCOV,Unkn,MI_240_B,29.54333843,NaN
C23,FAM,BCOV,Unkn,MI_240_B,29.36909341,NaN
C24,FAM,BCOV,Unkn,MI_240_B,29.28288036,NaN
E01,FAM,N1,Unkn,NO_240_C,38.02850537,NaN
E02,FAM,N1,Unkn,NO_240_C,36.04227086,NaN
E03,FAM,N1,Unkn,NO_240_C,37.02921111,NaN
E05,FAM,N1,Unkn,MI_240_C,37.00890327,NaN
E06,FAM,N1,Unkn,MI_240_C,35.66356538,NaN
E07,FAM,N1,Unkn,MI_240_C,38.00295589,NaN
E09,FAM,N1,Unkn,CC_240_C,35.5282568,NaN
E10,FAM,N1,Unkn,CC_240_C,35.88822634,NaN
E11,FAM,N1,Unkn,CC_240_C,36.14094455,NaN
E13,FAM,N2,Unkn,NO_240_C,38.12415607,NaN
E14,FAM,N2,Unkn,NO_240_C,37.87793063,NaN
E15,FAM,N2,Unkn,NO_240_C,36.852083,NaN
E16,FAM,N2,Unkn,MI_240_C,37.05688057,NaN
E17,FAM,N2,Unkn,MI_240_C,37.96952244,NaN
E18,FAM,N2,Unkn,MI_240_C,38.15534008,NaN
E19,FAM,N2,Unkn,CC_240_C,37.52741018,NaN
E20,FAM,N2,Unkn,CC_240_C,37.1140906,NaN
E21,FAM,N2,Unkn,CC_240_C,37.15570887,NaN
E22,FAM,BCOV,Unkn,CC_240_B,29.36961019,NaN
E23,FAM,BCOV,Unkn,CC_240_B,29.3614422,NaN
E24,FAM,BCOV,Unkn,CC_240_B,29.43844143,NaN
G01,FAM,N1,Unkn,NO_240_D,37.13429144,NaN
G02,FAM,N1,Unkn,NO_240_D,36.44885396,NaN
G03,FAM,N1,Unkn,NO_240_D,35.20692187,NaN
G05,FAM,N1,Unkn,MI_240_D,34.07352979,NaN
G06,FAM,N1,Unkn,MI_240_D,33.40956414,NaN
G07,FAM,N1,Unkn,MI_240_D,33.42253503,NaN
G09,FAM,N1,Unkn,CC_240_D,36.56392348,NaN
G10,FAM,N1,Unkn,CC_240_D,35.69552535,NaN
G11,FAM,N1,Unkn,CC_240_D,36.14415289,NaN
G13,FAM,N2,Unkn,NO_240_D,38.28320189,NaN
G14,FAM,N2,Unkn,NO_240_D,37.59599071,NaN
G15,FAM,N2,Unkn,NO_240_D,39.5984045,NaN
G16,FAM,N2,Unkn,MI_240_D,33.8048441,NaN
G17,FAM,N2,Unkn,MI_240_D,34.42141485,NaN
G18,FAM,N2,Unkn,MI_240_D,33.53982353,NaN
G19,FAM,N2,Unkn,CC_240_D,36.96782726,NaN
G20,FAM,N2,Unkn,CC_240_D,37.66839935,NaN
G21,FAM,N2,Unkn,CC_240_D,36.47239155,NaN
G22,FAM,BCOV,Unkn,CG_240,19.95306605,NaN
G23,FAM,BCOV,Unkn,CG_240,20.0100357,NaN
G24,FAM,BCOV,Unkn,CG_240,20.06978828,NaN
I01,FAM,N1,Unkn,NO_240_E,38.60351279,NaN
I02,FAM,N1,Unkn,NO_240_E,37.42297415,NaN
I03,FAM,N1,Unkn,NO_240_E,38.79974172,NaN
I05,FAM,N1,Unkn,MI_240_E,36.39021795,NaN
I06,FAM,N1,Unkn,MI_240_E,36.49249066,NaN
I07,FAM,N1,Unkn,MI_240_E,36.92307568,NaN
I09,FAM,N1,Unkn,CC_240_E,36.0672772,NaN
I10,FAM,N1,Unkn,CC_240_E,36.03673917,NaN
I11,FAM,N1,Unkn,CC_240_E,37.15318216,NaN
I13,FAM,N2,Unkn,NO_240_E,38.39373998,NaN
I14,FAM,N2,Unkn,NO_240_E,39.49050029,NaN
I15,FAM,N2,Unkn,NO_240_E,38.3988995,NaN
I16,FAM,N2,Unkn,MI_240_E,37.60126508,NaN
I17,FAM,N2,Unkn,MI_240_E,38.12933604,NaN
I18,FAM,N2,Unkn,MI_240_E,37.9496171,NaN
I19,FAM,N2,Unkn,CC_240_E,36.70884339,NaN
I20,FAM,N2,Unkn,CC_240_E,36.42300529,NaN
I21,FAM,N2,Unkn,CC_240_E,36.53418305,NaN
I22,FAM,BCOV,Unkn,NO_RNA_240,8.957984731,NaN
I23,FAM,BCOV,Unkn,NO_RNA_240,8.867724131,NaN
I24,FAM,BCOV,Unkn,NO_RNA_240,8.234433434,NaN
K01,FAM,N1,Unkn,NO_240_F,35.4175088,NaN
K02,FAM,N1,Unkn,NO_240_F,36.39375313,NaN
K03,FAM,N1,Unkn,NO_240_F,37.16911515,NaN
K05,FAM,N1,Unkn,MI_240_F,36.0353157,NaN
K06,FAM,N1,Unkn,MI_240_F,37.6860849,NaN
K07,FAM,N1,Unkn,MI_240_F,36.00411827,NaN
K09,FAM,N1,Unkn,CC_240_F,35.72988301,NaN
K10,FAM,N1,Unkn,CC_240_F,35.48048637,NaN
K11,FAM,N1,Unkn,CC_240_F,35.18127976,NaN
K13,FAM,N2,Unkn,NO_240_F,37.72373517,NaN
K14,FAM,N2,Unkn,NO_240_F,37.64897092,NaN
K15,FAM,N2,Unkn,NO_240_F,38.42452115,NaN
K16,FAM,N2,Unkn,MI_240_F,38.08666507,NaN
K17,FAM,N2,Unkn,MI_240_F,37.40404201,NaN
K18,FAM,N2,Unkn,MI_240_F,37.85585148,NaN
K19,FAM,N2,Unkn,CC_240_F,36.90206371,NaN
K20,FAM,N2,Unkn,CC_240_F,36.5349263,NaN
K21,FAM,N2,Unkn,CC_240_F,37.26519902,NaN
K22,FAM,BCOV,Unkn,MI_RNA_240,9.096598665,NaN
K23,FAM,BCOV,Unkn,MI_RNA_240,9.097675017,NaN
K24,FAM,BCOV,Unkn,MI_RNA_240,8.965777466,NaN
M01,FAM,N1,Unkn,BLANK,NaN,NaN
M02,FAM,N1,Unkn,BLANK,NaN,NaN
M03,FAM,N1,Unkn,BLANK,NaN,NaN
M13,FAM,N2,Unkn,BLANK,NaN,NaN
M14,FAM,N2,Unkn,BLANK,NaN,NaN
M15,FAM,N2,Unkn,BLANK,NaN,NaN
M22,FAM,BCOV,Unkn,CC_RNA_240,9.123047318,NaN
M23,FAM,BCOV,Unkn,CC_RNA_240,9.197494182,NaN
M24,FAM,BCOV,Unkn,CC_RNA_240,9.148317629,NaN
O01,FAM,N1,Unkn,SARS-CoV-2,18.28050186,NaN
O02,FAM,N1,Unkn,SARS-CoV-2,18.24734441,NaN
O03,FAM,N1,Unkn,SARS-CoV-2,18.25059796,NaN
O13,FAM,N2,Unkn,SARS-CoV-2,19.65113839,NaN
O14,FAM,N2,Unkn,SARS-CoV-2,19.62288412,NaN
O15,FAM,N2,Unkn,SARS-CoV-2,19.52121886,NaN
O22,FAM,BCOV,Unkn,H2O_RNA_240,9.06892423,NaN
O23,FAM,BCOV,Unkn,H2O_RNA_240,9.073026658,NaN
O24,FAM,BCOV,Unkn,H2O_RNA_240,9.183286638,NaN
