Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
E10,FAM,N1,Unkn,CC_241_C,37.2313077,NaN
E11,FAM,N1,Unkn,CC_241_C,35.94905719,NaN
E13,FAM,N2,Unkn,NO_241_C,38.77205557,NaN
E14,FAM,N2,Unkn,NO_241_C,38.79570025,NaN
E15,FAM,N2,Unkn,NO_241_C,39.34504347,NaN
E16,FAM,N2,Unkn,MI_241_C,37.58165754,NaN
E17,FAM,N2,Unkn,MI_241_C,38.52490694,NaN
E18,FAM,N2,Unkn,MI_241_C,38.46155016,NaN
E19,FAM,N2,Unkn,CC_241_C,NaN,NaN
E20,FAM,N2,Unkn,CC_241_C,38.36764368,NaN
E21,FAM,N2,Unkn,CC_241_C,38.96063059,NaN
E22,FAM,BCOV,Unkn,CC_241_B,31.77467861,NaN
E23,FAM,BCOV,Unkn,CC_241_B,30.30996335,NaN
E24,FAM,BCOV,Unkn,CC_241_B,30.26786541,NaN
G01,FAM,N1,Unkn,NO_241_D,37.98201856,NaN
G02,FAM,N1,Unkn,NO_241_D,37.71970478,NaN
G03,FAM,N1,Unkn,NO_241_D,NaN,NaN
G05,FAM,N1,Unkn,MI_241_D,36.74801775,NaN
G06,FAM,N1,Unkn,MI_241_D,37.56240733,NaN
G07,FAM,N1,Unkn,MI_241_D,37.09888743,NaN
G09,FAM,N1,Unkn,CC_241_D,37.5673882,NaN
G10,FAM,N1,Unkn,CC_241_D,37.69234092,NaN
G11,FAM,N1,Unkn,CC_241_D,37.15277094,NaN
G13,FAM,N2,Unkn,NO_241_D,38.67185859,NaN
G14,FAM,N2,Unkn,NO_241_D,37.86348794,NaN
G15,FAM,N2,Unkn,NO_241_D,38.29088353,NaN
G16,FAM,N2,Unkn,MI_241_D,39.72018072,NaN
G17,FAM,N2,Unkn,MI_241_D,37.5548494,NaN
G18,FAM,N2,Unkn,MI_241_D,37.35731011,NaN
G19,FAM,N2,Unkn,CC_241_D,39.59314933,NaN
G20,FAM,N2,Unkn,CC_241_D,39.74302371,NaN
G21,FAM,N2,Unkn,CC_241_D,38.42368512,NaN
G22,FAM,BCOV,Unkn,CG_241,20.54360326,NaN
G23,FAM,BCOV,Unkn,CG_241,20.51632203,NaN
G24,FAM,BCOV,Unkn,CG_241,20.5797353,NaN
I01,FAM,N1,Unkn,NO_241_E,38.37276599,NaN
I02,FAM,N1,Unkn,NO_241_E,37.33091963,NaN
I03,FAM,N1,Unkn,NO_241_E,39.06368575,NaN
I05,FAM,N1,Unkn,MI_241_E,36.09562676,NaN
I06,FAM,N1,Unkn,MI_241_E,35.81398529,NaN
I07,FAM,N1,Unkn,MI_241_E,36.96664937,NaN
I09,FAM,N1,Unkn,CC_241_E,36.53405146,NaN
I10,FAM,N1,Unkn,CC_241_E,36.42189434,NaN
I11,FAM,N1,Unkn,CC_241_E,37.0687821,NaN
I13,FAM,N2,Unkn,NO_241_E,NaN,NaN
I14,FAM,N2,Unkn,NO_241_E,39.73526651,NaN
I15,FAM,N2,Unkn,NO_241_E,38.60495588,NaN
I16,FAM,N2,Unkn,MI_241_E,36.78701531,NaN
I17,FAM,N2,Unkn,MI_241_E,NaN,NaN
I18,FAM,N2,Unkn,MI_241_E,36.63381622,NaN
I19,FAM,N2,Unkn,CC_241_E,37.68927306,NaN
I20,FAM,N2,Unkn,CC_241_E,38.28583814,NaN
I21,FAM,N2,Unkn,CC_241_E,37.76809106,NaN
I22,FAM,BCOV,Unkn,NO_RNA_241,8.695160901,NaN
I23,FAM,BCOV,Unkn,NO_RNA_241,8.581500482,NaN
I24,FAM,BCOV,Unkn,NO_RNA_241,8.918956821,NaN
K01,FAM,N1,Unkn,NO_241_F,36.76408312,NaN
K02,FAM,N1,Unkn,NO_241_F,36.8770332,NaN
K03,FAM,N1,Unkn,NO_241_F,37.27217118,NaN
K05,FAM,N1,Unkn,MI_241_F,36.79717013,NaN
K06,FAM,N1,Unkn,MI_241_F,35.43048502,NaN
K07,FAM,N1,Unkn,MI_241_F,37.13220339,NaN
K09,FAM,N1,Unkn,CC_241_F,36.06987415,NaN
K10,FAM,N1,Unkn,CC_241_F,38.51574989,NaN
K11,FAM,N1,Unkn,CC_241_F,35.83263643,NaN
K13,FAM,N2,Unkn,NO_241_F,39.25692168,NaN
K14,FAM,N2,Unkn,NO_241_F,39.24329862,NaN
K15,FAM,N2,Unkn,NO_241_F,38.27221081,NaN
K16,FAM,N2,Unkn,MI_241_F,37.51251262,NaN
K17,FAM,N2,Unkn,MI_241_F,37.93491823,NaN
K18,FAM,N2,Unkn,MI_241_F,36.74948616,NaN
K19,FAM,N2,Unkn,CC_241_F,38.02695363,NaN
K20,FAM,N2,Unkn,CC_241_F,37.39073414,NaN
K21,FAM,N2,Unkn,CC_241_F,NaN,NaN
K22,FAM,BCOV,Unkn,MI_RNA_241,8.562514584,NaN
K23,FAM,BCOV,Unkn,MI_RNA_241,8.783995107,NaN
K24,FAM,BCOV,Unkn,MI_RNA_241,8.762350439,NaN
M01,FAM,N1,Unkn,BLANK,NaN,NaN
M02,FAM,N1,Unkn,BLANK,NaN,NaN
M03,FAM,N1,Unkn,BLANK,NaN,NaN
M13,FAM,N2,Unkn,BLANK,NaN,NaN
M14,FAM,N2,Unkn,BLANK,NaN,NaN
M15,FAM,N2,Unkn,BLANK,NaN,NaN
M22,FAM,BCOV,Unkn,CC_RNA_241,8.677455643,NaN
M23,FAM,BCOV,Unkn,CC_RNA_241,9.764576273,NaN
M24,FAM,BCOV,Unkn,CC_RNA_241,8.783891403,NaN
O01,FAM,N1,Unkn,SARS-CoV-2,18.15447417,NaN
O02,FAM,N1,Unkn,SARS-CoV-2,18.11870973,NaN
O03,FAM,N1,Unkn,SARS-CoV-2,18.05576143,NaN
O13,FAM,N2,Unkn,SARS-CoV-2,19.53096664,NaN
O14,FAM,N2,Unkn,SARS-CoV-2,19.49708577,NaN
O15,FAM,N2,Unkn,SARS-CoV-2,19.40134352,NaN
O22,FAM,BCOV,Unkn,H2O_RNA_241,8.787184608,NaN
O23,FAM,BCOV,Unkn,H2O_RNA_241,8.959598696,NaN
O24,FAM,BCOV,Unkn,H2O_RNA_241,8.927841635,NaN
